intron	cluster	gene_name	gene_id	row_group	position_in_figure	Artery - Aorta	Brain - Cortex	Brain - Nucleus accumbens (basal ganglia)	Esophagus - Muscularis	Adipose - Visceral (omentum)	Adrenal gland	Artery - Coronary	Brain - Amygdala	Brain - Anterior cingulate cortex (BA24)	Brain - Caudate (basal ganglia)	Brain - Cerebellar hemisphere	Brain - Cerebellum	Brain - Hypothalamus	Brain - Putamen (basal ganglia)	Brain - Spinalcord (cervical c-1)	Brain - Substantia nigra	Cells - Cultured fibroblasts	Esophagus - Gastroesophageal junction	Esophagus - Mucosa	Heart - Atrial appendage	Heart - Left ventricle	Kidney - Cortex	Lung	Minor salivary gland	Ovary	Pancreas	Pituitary	Prostate	Small intestine - Terminal ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Adipose - Subcutaneous	Artery - Tibial	Brain - Frontal cortex (BA9)	Brain - Hippocampus	Breast - Mammary tissue	Cells - EBV-transformed lymphocytes	Colon - Sigmoid	Colon - Transverse	Liver	Muscle - Skeletal	Nerve - Tibial	Skin - Not sun exposed (suprapubic)	Skin - Sun exposed (lower leg)	Whole blood
chr1:206599092:206600262:clu_4286_-	chr1:clu_4286_-	EIF2D	ENSG00000143486.15	6	12	-0.502182282692527	1.02578549100287	0.8215664387492	-0.358367758823826	-0.521277325708034	-0.471329607226119	-0.506230631928413	0.569990481734555	0.643873180855181	0.679818711917594	4.12749953399592	3.97712407308075	1.16269926275814	0.599204489775956	0.349710835979153	0.391006743477531	-0.628792298623849	-0.341607308916606	-0.60065640672151	0.126232241744503	0.21353682107513	-0.526884331805749	-0.57587352886477	-0.571776780833189	-0.307533118521132	-0.627628990081604	-0.0220641265164117	-0.386052329577524	-0.536844935900935	-0.514583293397566	-0.505568344146727	0.535460668536445	-0.438278249342724	-0.513963691656462	-0.496075736325538	-0.60589577779488	-0.580768915406748	0.896715181612375	0.458621542144974	-0.562467547991027	-0.618893008341987	-0.4191762045473	-0.522024102921175	-0.588852148074863	-0.318895914079524	-0.469839618609558	-0.597389561457998	-0.634770789034761	-0.706301032569244
chr20:46126701:46127206:clu_44227_+	chr20:clu_44227_+	CD40	ENSG00000101017.13	6	13	-0.437659075122035	0.827443163262612	1.55894715743444	-0.214307706462609	-0.560248930747668	-0.47885927747531	-0.481760160385701	0.0261708128339947	0.970336974187722	0.290688170995321	4.20150405895931	4.15918277362601	0.720207797738796	0.872512240138066	-0.236431112002578	0.0428339549035736	-0.623448563874213	-0.532109516056621	-0.469787363311979	-0.262032040937111	-0.158344225873092	-0.535148138838367	-0.44407209001623	-0.500740823078486	-0.375775664943965	-0.379438675374432	-0.289410737443837	-0.408775001819955	-0.414047470767496	-0.495777351262553	-0.325671179200881	0.365715926827387	-0.687907523392553	-0.493851998201326	-0.291824383125685	-0.515904074066685	-0.102611263659028	0.428902359506495	0.50261095631355	-0.471816632682641	-0.372957180963641	-0.240477003025078	-0.375146433827542	-0.6933783290981	-0.035880693443975	-0.393990881994646	-0.552621631204185	-0.594833877640272	-0.520009335406797
chr19:35618195:35618568:clu_41508_+	chr19:clu_41508_+	HAUS5	ENSG00000249115.8	6	14	-0.356342722694911	1.18203688924057	1.30862770144785	-0.193990574801074	-0.563130400974155	-0.674170453767474	-0.309635351430098	0.36502707406349	0.961803543321872	0.667001347571085	3.95652638744996	3.85061007966619	1.19605566726629	0.683108074297525	-0.137505119418201	-0.0181970307393582	-0.663106128028284	-0.439730886720916	-0.65929982246002	-0.26371383675326	-0.460408309588193	-0.656138350889968	-0.56636844706112	-0.472487804524011	-0.123733710712662	-0.500589020629848	-0.146595771309133	-0.47378322459833	-0.618555404033976	-0.725544423192382	-0.542103653410126	0.92633618943566	-0.504014471340757	-0.453434977871032	-0.55394808428447	-0.362219097909139	0.26918546864145	1.1199995912161	-0.0355470259817814	-0.424573503930335	-0.748852582594289	-0.402903054143263	-0.570207194371891	-0.748410146825553	-0.459450733378929	-0.311000157482303	-0.400586034378907	-0.217721676168783	-0.728318825219122
chr20:46127289:46128137:clu_44227_+	chr20:clu_44227_+	CD40	ENSG00000101017.13	6	15	-0.47418327871613	1.11429999121819	1.63313783885614	-0.0986135529121176	-0.677893100584984	-0.589754826008696	-0.52263435715825	-0.325845396684897	0.377369777525743	0.532270191224071	3.492414379096	4.4993160575507	0.38148470328276	0.295861970111702	0.0703851466119643	0.813531450000123	-0.668098061093093	-0.425089674051374	-0.413036130591983	-0.327870599904408	-0.293551153405278	-0.280960567397013	-0.478490269655434	-0.66497895079223	-0.331793948991646	-0.577981179928571	-0.339769863769163	-0.297192960540855	-0.455886924510461	-0.548541675664303	-0.328172242645591	0.348072942797736	-0.578365686170771	-0.250686393310874	-0.405954368829945	-0.68108491986909	-0.235825425565785	0.751680696927845	1.14232715263476	-0.508950411367599	-0.547712231803184	-0.202596522417271	-0.62136357362409	-0.376186227469567	0.467053994370891	-0.40808884063976	-0.64291258357893	-0.70665925050067	-0.632481142054605
chr12:50182037:50185389:clu_29354_-	chr12:clu_29354_-	LIMA1	ENSG00000050405.13	6	16	-0.442461250351969	0.889558377950039	1.18482567200838	-0.428786712324743	-0.427633612196719	-0.433902045370363	-0.433670297379846	-0.00502979685606258	0.266499020125686	1.01145939534618	4.3496270791873	4.20595060273352	0.768855837157711	0.586364120399241	0.207137267300271	0.359456740575942	-0.441734129960092	-0.439870609439331	-0.437697178830001	-0.308838069116574	-0.385408417220929	-0.441262963137698	-0.439349141175844	-0.42162416666696	-0.437637788154674	-0.425154048009798	-0.422901625463163	-0.428605138215193	-0.434876297493274	-0.435991135009361	-0.433467018289563	-0.357752451456816	-0.439195178466636	-0.436966053884601	-0.436230257944653	-0.430059341648864	-0.431179077403022	0.721906679173962	-0.0930375647600526	-0.431260151006341	-0.438002937859097	-0.413092697350635	-0.440906422062414	-0.432780077474778	0.380502295681991	-0.439161785010612	-0.438999470612992	-0.438961380399453	-0.328656799637102
chr12:50185448:50192451:clu_29354_-	chr12:clu_29354_-	LIMA1	ENSG00000050405.13	6	17	-0.4034413126666	0.742612683101193	1.11298667342544	-0.387701367961714	-0.395183078042552	-0.399066429940924	-0.392091077138632	-0.055685903050478	0.134216094848934	0.66933268423956	4.43500447419028	4.42108813942384	0.67833222845635	0.570646145397798	0.152344558179847	0.0599608228033207	-0.404403851292852	-0.385469676366392	-0.40098072401484	-0.298674152125785	-0.314677727298684	-0.403527493106805	-0.4022279743444	-0.396604275133147	-0.397262026681065	-0.391973407829559	-0.39538285958442	-0.397094238353695	-0.398258492435306	-0.40532331230452	-0.38913638303863	-0.334829653845643	-0.402684843661075	-0.39988041242745	-0.398586801477184	-0.361795629494842	-0.400301188675524	0.561580508275657	-0.0799787810377511	-0.392428509320484	-0.404843160845323	-0.386936490163671	-0.402593309267956	-0.383935338647123	0.235983330351287	-0.40095665080558	-0.399835481823191	-0.402513538925106	-0.407822789564596
chr1:55083888:55084392:clu_3186_-	chr1:clu_3186_-	USP24	ENSG00000162402.13	6	18	-0.385159539906824	0.951865955693767	2.13263102613766	-0.376138255231635	-0.37550060562143	-0.337557765499776	-0.375786463474744	-0.0808046705186356	0.0303621644153507	0.656631461820635	4.37939788747342	4.11889456802416	0.494540053047627	0.757017610254738	-0.213187780879301	-0.224983335533554	-0.384186233747889	-0.374663842379683	-0.385154537048307	-0.369346382949903	-0.38515873980657	-0.385158257712325	-0.385099606790697	-0.384998725676906	-0.385150746964592	-0.370991223145065	-0.138079678097826	-0.385152056737978	-0.385126612279172	-0.384904860477009	-0.374973898050486	-0.373888533997889	-0.383894287555853	-0.385159120892865	-0.385158418997984	-0.384200458746909	-0.376226812423819	0.226619439285986	0.0925698855697444	-0.385090384826159	-0.368481024822345	-0.375302168499199	-0.353267919969115	-0.365556502985108	-0.381152362932257	-0.358316575127507	-0.384646652724711	-0.375823182133276	-0.357101826557783
chr1:55084421:55085941:clu_3186_-	chr1:clu_3186_-	USP24	ENSG00000162402.13	6	19	-0.388363691385436	1.2914126476635	1.81595615385097	-0.369431407951346	-0.320485112643394	-0.335184059043792	-0.387135276453633	-0.139705855190769	0.34822027572343	0.685466303514493	4.10218470566519	4.52227775565672	0.234756925099999	0.267708833669803	-0.224599100271311	-0.234534871943994	-0.373334965927229	-0.343136458051589	-0.365710777220133	-0.373937664288081	-0.327494226594689	-0.38836250835328	-0.356356283641439	-0.380350276702962	-0.364787344579273	-0.348258217634022	-0.100643359771462	-0.388356309731769	-0.37096518914298	-0.378157807562149	-0.377869076315054	-0.373289328881189	-0.361830864470805	-0.38836375196445	-0.3883623388768	-0.374449547396355	-0.379182834474903	0.381223034072358	-0.0676120199764992	-0.359352390308375	-0.382691208881852	-0.377854459758868	-0.363165332278286	-0.368099788644685	-0.35165214453015	-0.381028042483644	-0.379256964814641	-0.379547176431476	-0.336308600343695
chr5:115912136:115913361:clu_13417_+	chr5:clu_13417_+	AP3S1	ENSG00000177879.15	6	20	-0.47764834074039	1.3742170796565	0.201001594782252	-0.507328949927682	-0.510478813303421	-0.497909328716597	-0.464003736133624	0.585072678172603	0.994190144889092	0.941360210779422	4.43181573602156	3.66022707102328	0.147128212999537	0.815274404670505	-0.15965998378317	0.487318040327902	-0.5142277061431	-0.483029866008408	-0.489529742422213	0.0127693875970479	0.465337584229236	-0.545429140898363	-0.522680460794397	-0.476191763013524	-0.50246430914589	-0.418641688046248	-0.486520145753428	-0.483455108868375	-0.427718946171678	-0.418299924914777	-0.425907743583458	-0.305052467180155	-0.522421835820552	-0.497228448859639	-0.487543257695249	-0.503681705576709	-0.504672821234486	1.30829265873449	0.54202220681145	-0.45704342137314	-0.50606600970538	-0.534875435599373	-0.476123891564783	-0.498170429585123	-0.000519462486682702	-0.382489951462992	-0.508431498622361	-0.515826439052038	-0.454754236507463
chr2:159332686:159337566:clu_7430_-	chr2:clu_7430_-	BAZ2B	ENSG00000123636.17	6	21	-0.453861324617829	1.21616386127637	1.06319233798049	-0.493622585207201	-0.418736081321196	-0.618821474537671	-0.470469606238108	0.209976281019787	0.918158117681726	1.20448283178501	4.05772584509572	3.78742148139199	0.434095913269332	0.903350244368563	-0.309060146018943	-0.160758908965648	-0.599787449005156	-0.470829871177835	-0.539675243670709	0.0930564162625639	-0.250974487504555	-0.646205613663329	-0.462388961453746	-0.609466591924578	-0.56057561475163	-0.604953568980544	-0.504212257503302	-0.633069592468313	-0.506763473569323	-0.312585658729555	-0.386622812868555	-0.371417944210255	-0.619970269600667	-0.567427781680098	-0.491940513069561	-0.479236101779104	-0.604656288531027	1.66579328983957	-0.0966089632217441	-0.400492045472659	0.0953562598168848	-0.521613660995376	-0.45729663631154	-0.449204812452797	0.145641161295451	-0.289473126987245	-0.455036577631861	-0.473535784153451	0.496937789191642
chr8:65689599:65693643:clu_19922_+	chr8:clu_19922_+	MTFR1	ENSG00000066855.15	6	22	-0.436400398860536	0.810519249521125	0.611045772978792	-0.155465974354728	-0.55174357391693	-0.645142077939613	-0.354456747983601	0.513283157013306	0.672027398823442	0.464534344902045	4.59815599994318	3.65974564319016	0.456006838886869	0.243318447947401	-0.121145621278415	0.114291157913774	-0.458559298068076	-0.057604452801106	-0.649080972480139	0.0145279226464604	0.240372108940078	-0.627119027818559	-0.520960398829246	-0.598699289010727	-0.40632629327013	-0.564400972857621	-0.366806858144039	-0.454091750703034	-0.464440920314841	-0.58165042914745	-0.37558511897916	-0.678518080925956	-0.556721991102278	-0.155633354931604	-0.548809995971168	-0.513725171171359	-0.235859116575061	1.22839761560052	0.573376622282307	-0.559917561369549	-0.559625887662005	-0.00417996904397407	-0.422402883969433	-0.643106095512725	1.1456173284748	-0.331051704005587	-0.605698426085677	-0.572943264323455	-0.567345929656477
chr8:65682451:65689565:clu_19922_+	chr8:clu_19922_+	MTFR1	ENSG00000066855.15	6	23	-0.318858216387753	1.14822838903753	0.457765243651721	-0.0361706199691921	-0.562527534492605	-0.669518636225681	-0.388691760377495	0.534106062730534	0.727463906641508	0.421857028456881	4.57444152961029	3.71080507213941	0.338617517076192	0.102363771909686	-0.0870225507741624	0.173521810009928	-0.55020724195653	0.068727006471349	-0.632938931155315	-0.0132629590236689	0.223922316642859	-0.622503225648053	-0.523906838187834	-0.57867299520001	-0.344877258885556	-0.628257969446928	-0.3089540907071	-0.438696615730797	-0.501156777414731	-0.576544842812167	-0.374737099751155	-0.684650923738686	-0.570810735125129	-0.229166946987061	-0.536928611206717	-0.491999243441641	-0.169058857105954	1.28312369786843	0.50699723866382	-0.538173349085105	-0.567207783170285	0.00404290451358692	-0.428718523262059	-0.656158786645167	0.817082334681536	-0.340933432685082	-0.632880329146641	-0.612378225652841	-0.476493918706155
chr12:132658674:132659294:clu_30212_-	chr12:clu_30212_-	POLE	ENSG00000177084.16	6	24	-0.389297276966371	1.00533247411234	0.856666913302238	-0.334921271418488	-0.420022498163173	-0.424551934677541	-0.37711264740556	-0.184966478683769	0.694495364721644	0.300235398546965	4.21748470713378	4.31127557820303	-0.0302046875257811	-0.112747605216432	0.369080985821502	-0.297927412417599	-0.424551897145612	-0.300802113598392	-0.42455185909893	-0.28316520802397	-0.296678310734008	-0.41769841115653	-0.416795701770239	-0.403530451034168	-0.420748433649781	-0.415879512354357	-0.410135114180711	-0.368954674431446	-0.393153790360704	-0.423103505654935	-0.413966974517809	-0.421228040997831	-0.415530458526921	-0.359428188659258	-0.410700704154319	-0.418111367442327	-0.393031541294871	1.68716375803326	0.0274371048644785	-0.414429620012288	-0.423782525110608	-0.21815198605598	-0.371337347872179	-0.424551814411075	0.860951311290421	-0.412726150172014	-0.420404101165474	-0.41669006425682	-0.424551915711378
chr9:85554272:85575314:clu_22481_-	chr9:clu_22481_-	AGTPBP1	ENSG00000135049.15	6	25	-0.440033173161419	0.895640272867539	0.829066235883569	-0.423393677755972	-0.470653113953394	-0.287643610237305	-0.490583110550897	0.0610581594062698	0.554437852382144	0.276436422720529	4.10953519946971	4.56345836857808	0.535328493887688	0.190893073012132	-0.286819686719336	-0.273321069894497	-0.521613777106443	-0.620622934860553	-0.397161486358299	0.156668870823285	-0.0904412623527936	-0.484383279521154	-0.429971461667794	-0.408475987992069	-0.294611117216233	-0.231869114398283	-0.0171529781241988	-0.505822282165727	-0.423469376160887	-0.600048432899963	-0.357213287099323	0.645166882023056	-0.224365868464414	-0.510706410150939	-0.523723105419348	-0.298636334640272	-0.555610377291932	1.16630017343918	0.116948553508495	-0.379323169488738	-0.265166680615681	-0.469479262347398	-0.483843721930586	-0.64839166769452	-0.300789223314532	-0.254923667813039	-0.370498040754683	-0.193496582427249	-0.566680225451805
chr10:100508048:100508460:clu_24491_-	chr10:clu_24491_-	SEC31B	ENSG00000075826.16	6	26	-0.360432027741865	1.07474095990829	0.224191953945319	-0.368414488890921	-0.360027889832525	-0.298315469383152	-0.359980638410617	-0.209139498575119	0.756231886179533	0.311320545952978	4.1722434422975	4.78466503182817	0.511812545545177	0.27690147923591	-0.236742222882474	-0.257495189733578	-0.359876567610189	-0.372013608812453	-0.34446296645659	-0.351710795230692	-0.321825648439094	-0.356048732459156	-0.362063143042787	-0.302006965153899	-0.368775591607304	-0.371998036294524	0.00291355351240996	-0.345848524689084	-0.339998321078109	-0.3409765979785	-0.358720653617939	-0.367251590126498	-0.364318536607219	-0.366106509388523	-0.357312930714336	-0.360120358715937	-0.355060556691282	0.996812667493453	-0.164888872349459	-0.360147293502952	-0.371963213159201	-0.354061231679049	-0.352262886905677	-0.270642310657176	-0.343394294824836	-0.340539367845712	-0.346360471582662	-0.357841668921949	-0.332688394305695
