intron	cluster	itype	ctype	gene_name	gene_id	Artery - Aorta	Brain - Cortex	Brain - Nucleus accumbens (basal ganglia)	Esophagus - Muscularis	Adipose - Visceral (omentum)	Adrenal gland	Artery - Coronary	Bladder	Brain - Amygdala	Brain - Anterior cingulate cortex (BA24)	Brain - Caudate (basal ganglia)	Brain - Cerebellar hemisphere	Brain - Cerebellum	Brain - Hypothalamus	Brain - Putamen (basal ganglia)	Brain - Spinalcord (cervical c-1)	Brain - Substantia nigra	Cells - Cultured fibroblasts	Esophagus - Gastroesophageal junction	Esophagus - Mucosa	Heart - Atrial appendage	Heart - Left ventricle	Kidney - Cortex	Lung	Minor salivary gland	Ovary	Pancreas	Pituitary	Prostate	Small intestine - Terminal ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Adipose - Subcutaneous	Artery - Tibial	Brain - Frontal cortex (BA9)	Brain - Hippocampus	Breast - Mammary tissue	Cells - EBV-transformed lymphocytes	Colon - Sigmoid	Colon - Transverse	Liver	Muscle - Skeletal	Nerve - Tibial	Skin - Not sun exposed (suprapubic)	Skin - Sun exposed (lower leg)	Whole blood	Cluster
chr10:101037431:101037507:clu_23586_+	chr10:clu_23586_+	UP	PR,UP	SFXN3	ENSG00000107819.13	-0.82998449492951631	-1.1495921614183	-1.5063184817238271	0.073065326237056902	-0.016349281734991561	-0.33332353246536456	-0.74178543641087213	-1.0439783266485652	-1.3493962193817914	-1.4315068828435362	-1.1453198606873733	0.30889225961305972	0.44443082384493854	-1.2125318714840947	-0.84387833911891041	-0.76235860307699355	-0.79783087839148015	-1.1437479699545019	-0.10695187183938024	0.058576508188929434	-0.018312197002531581	-0.77964534831507293	-0.10830491637198321	0.95060979569578119	1.3010608260252285	0.026613753109142432	-0.14773174390955204	1.6521037673229821	0.02186684668027326	2.2607864576839138	0.48467273304624087	0.39947510993974983	2.6098201137458683	-0.0067964939849304087	-0.53876319815268192	0.50777557990929301	0.16088773811335558	-0.62237686457872898	-1.5117895704084556	-1.1618300188566348	0.69429086337626755	0.83019532449072109	-0.11451946583423389	0.32649287763727969	2.2287322950822608	1.0148356412163089	0.80471692610062451	1.0267732587079368	0.36721560606252646	0.87103359769456912	3
chr10:101782597:101783272:clu_24507_-	chr10:clu_24507_-	UP	PR,UP	NPM3	ENSG00000107833.10	0.27641563248882578	1.6922042425775845	1.3079973447229651	0.80896640429491484	-0.37747501662164962	-1.0172993372875194	-0.26726792915212277	-0.46192333416516079	2.7786493389399087	1.9525398449563509	1.2401442318548475	-0.059711160994693195	0.3533231477955035	0.83464904823756036	1.5483524725260527	-0.18792497646407419	1.0466320109889526	-0.75314447066378776	0.3406345124340045	-0.92780233715167881	-0.0025678352802083362	0.24310492530721123	-1.0603981726600709	-0.036973983531716097	-0.80189299048981033	-0.46837373841304952	-1.4517033676895297	-0.81060207343755508	-0.27856927746682203	-0.65641910992558028	-0.95199635502450686	-0.59218874187092529	0.22569748615180726	-0.57376356125085404	-0.2045814559439392	-0.68490650076260828	-0.19224009012939086	0.0066594916977540915	1.4945626559778322	2.724767411010208	-0.61924060708800877	-1.1824727891182922	-0.015876953626225199	-0.81192689921227579	-1.2519609486105585	0.13360484530849659	0.090467725936513962	-0.62746017881024085	-0.65674753410404674	-1.1139610462604015	6
chr10:101828696:101828818:clu_24514_-	chr10:clu_24514_-	UP	PR,UP	KCNIP2	ENSG00000120049.18	0.60878627745854796	2.5303661077630992	0.80750074764874058	-0.17681267208175705	-1.1563436368871496	-0.49619043165831772	-0.98447027900043671	-0.52253600478052387	0.47667488980304634	1.1328438941229544	0.60523764747543007	0.79728122025854364	1.2541241189178962	-0.19181264097040171	0.66927528280386062	-0.55488916012654299	-0.63269537489358085	-0.63433043536037526	-0.30443224965927174	0.25689908056629829	-1.5063497269809831	-1.4949255361861968	-0.7144379138937732	0.34197736580461491	-0.47707863819555119	-0.87291098812568835	0.30939096039958286	-0.5335251711613902	-0.53944174778613374	0.029532484796949462	0.16114837248563699	-0.11308331630875613	2.4038015278926901	-0.85408191856736249	-0.24113947648621251	-0.38606045218322588	-1.0774220392822962	1.1634147826296772	2.0478125974483059	1.5094566343100051	-1.0111566159601604	-0.9488611994222641	0.66762205036663824	0.058888007053935626	1.6716821190305458	-1.5438837264415664	-0.6072199133273396	-0.7884629106817117	-1.016990169371548	0.87782817674351454	6
chr10:102727157:102727674:clu_23619_+	chr10:clu_23619_+	UP	PR,UP	SFXN2	ENSG00000156398.12	-0.099814619254921633	-0.34664241827470837	-0.78422492028157365	-0.58085302267754424	-0.48719527697712578	-1.1819129645110316	0.18017062994826971	0.60523522027247512	0.42886337411364089	0.14363655328144559	-1.1547286781739017	2.3271429998379358	2.7862724970619999	-0.79163511137742237	0.95264308468343073	1.7077456555134478	1.2152382414804057	-1.6611965161955944	-0.70495385474727512	-0.19207222986404587	-1.2242272606787594	0.29105125952449684	-1.4593175154847273	-0.5946032994007967	-1.1954545444859179	0.20533042793336109	-0.74138060570608355	0.39139164179331987	-0.62164132605932598	0.42277050431988961	1.7494260160616002	-1.0755692737957683	0.54763591876630213	-0.81306449273739945	-0.0094586648520623914	0.41533597633167962	-1.1066695434092331	0.26249121629211364	-0.49083056817045473	0.11670254806968901	-0.32516927188121464	0.39472861268709014	0.063097497715911735	-0.46778738953477184	-0.41600909222192295	0.26254480482553966	0.18951019724025528	0.71407294354580853	-0.44828932135140814	2.6016639608048884	5
chr10:102727791:102728430:clu_23619_+	chr10:clu_23619_+	UP	PR,UP	SFXN2	ENSG00000156398.12	-0.46423359002478853	-0.012580816406703979	-1.1983547328967223	-0.39725527353581086	0.35521341418208358	-0.46653685721057564	0.24984253217606045	-0.55401352634757017	0.95000532206065613	1.4815831187617974	-0.16249853032429762	1.7588323953734708	2.4321449458391364	0.017372009216477483	-0.13075569730002534	1.6663862449973845	2.034005985469153	-1.7357879013903055	0.03087318477762413	-0.60110611722880036	-0.020833664199728975	-0.052343071512600946	-1.6475893537597059	-0.28188978675720144	-1.2912894745135326	-0.54493318821695125	-1.393780757579655	0.21959862113553852	-0.63000703988717022	0.31946671188870529	2.4292421458344036	-1.2405212911100159	0.38035995386871707	-0.74871262785484038	-0.55903995098461567	-0.64792901233123845	0.39103813115902392	-0.98031703634357381	-0.042222449868056837	1.6333632282979349	-0.57493129666578668	-0.24616404998744507	0.11622354659454685	-0.11097121830755789	-0.80426947117274206	0.98827609896299551	-0.663405006058846	-0.021223273879747571	-0.43463083114983991	1.2062993042107408	5
chr10:102728529:102729722:clu_23620_+	chr10:clu_23620_+	UP	PR,UP	SFXN2	ENSG00000156398.12	-0.13027187139990218	0.83507620581181186	2.2341959885285734	0.091564718006128351	-0.71482576855906432	-0.64386021793990489	-0.18878801746033705	-0.39571149459724836	0.74152181903364778	0.12569488404637444	1.1833846510315513	3.1239960374177294	2.7391807541383382	1.2605685406238307	0.59097745758438391	-0.00815934370252599	-0.093944743175274362	-0.99231543418331125	-0.086482537338310295	-0.9818457633961768	0.41581791892077952	-0.1468757956005908	-1.345613747137453	-0.73910975421647707	-0.98309909064118473	1.0578301080447945	-1.1402649154026541	0.16563274175096676	-0.56583347889521174	-0.80121512338539436	-0.75118485394427204	-1.121858096836672	1.3983780429382238	-0.56651181898794056	0.56044679488431726	-0.10369717972907824	-0.72118571061125858	-0.18161111809550473	1.0112855728296162	0.56982064339527738	-0.54731171069286155	-1.2029787900743347	-0.22940664142102069	-0.90880180835028734	-1.2072964723736201	0.91690518573370217	0.078431246607586269	-0.52197294336196964	-0.51877740167691111	-0.55989766814087938	5
chr10:102729808:102732858:clu_23620_+	chr10:clu_23620_+	UP	PR,UP	SFXN2	ENSG00000156398.12	-0.30518465794296379	0.87063352667039029	1.7320157410991799	-0.11952198193547665	-0.75212073602015084	-0.06931711875368339	-0.32241309054689649	-0.33694877545923418	0.069072345847343869	0.47343760807470564	1.3769510510624536	2.2946929867190127	2.933714704940531	1.3597627985983967	2.1534394815790452	-0.17760500957489631	0.087454761484195648	-0.88541314856295517	0.084548350292980481	-1.0415934515690803	0.39902725716854148	0.082387322298995702	-1.2046123828321844	-0.69399421075101664	-0.86708287609871981	1.6231218340847606	-1.27276093629208	0.00070308996174810721	-0.43740463067110158	-0.70862177189498177	-0.95753815296744349	-0.71906481511246856	1.1008578946975038	-1.1110266088201659	0.53561275794090768	-0.24390958827241446	-0.40462926790997095	-0.35779989406038232	1.3395840574941666	-0.14420243858954238	-0.67450738319677472	-1.29149132443605	-0.49090966355649623	-0.95913696375483548	-1.2850334120517297	0.57174277537509632	-0.4846403392676068	-0.53895166967408625	-0.14584133907739746	-0.085482705737166417	5
chr10:103100019:103100662:clu_24532_-	chr10:clu_24532_-	UP	PR,UP	NT5C2	ENSG00000076685.18	0.0064837477914719503	-0.3980364703110858	-0.37239566488792009	-0.61505002249756535	0.089795915469384618	-0.41346673538583084	-0.62161602529523907	-0.61007607494439542	-0.26741040656367115	-0.34277896422393023	-0.61212721663359038	-0.4342059937834597	-0.16908024525795645	-0.61978972508087149	-0.62088979126345745	-0.62237832057834075	-0.38160267190060743	-0.3582639118856461	-0.17908456784645915	-0.0075576635471111247	-0.62221512572489945	-0.22839831410324815	-0.61851283227096399	0.48340532574820805	-0.48247339544231332	0.065283401805312682	-0.24819796731884597	-0.22280235349192345	-0.38367436890057882	0.9482401488847465	0.68097446813720597	-0.35967352601758035	6.0071718059315558	0.23156022264214823	-0.34976387607428855	0.14511149624684655	1.0010091276881585	-0.085882666292646029	-0.62234488794856413	-0.62131255357688575	0.32810726471952395	0.43121692120595284	0.20325364522674988	-0.62185246372331893	-0.067565312243793432	0.64941425585984713	-0.19384698795583771	1.5407531302220285	-0.11634948606042866	0.67889571145411265	4
chr10:103100019:103100751:clu_24532_-	chr10:clu_24532_-	UP	PR,UP	NT5C2	ENSG00000076685.18	0.93418306195479139	-0.76549746984546618	-0.66441614751397549	0.85374231110576992	-0.4402351024127743	-1.5027511263742794	0.37607884799978891	1.0455320497668377	-0.93976687551015337	-1.0840208911073528	-0.54721078136327883	1.2820503476340213	1.4396630071646634	-1.5157231777985083	-0.79907178355234254	-1.1185105386518803	-0.8885859295085633	-1.9055039256136859	0.80477110482825298	-1.1392778175651657	-0.21457981666502582	-0.029458692850495582	-0.20878665744306901	2.0070043333598155	-0.60872705399564753	-0.025014135423357529	-0.50865062714959874	-1.207648638336291	-0.30965736881596689	0.67127109537942675	0.4449692517530347	-0.48330877433363584	-1.5654774738090156	-0.16504821839687306	1.882947571577356	-0.070730689376651876	0.70942069175072975	1.0935440353077235	-0.69023245886231699	-1.0707536038625198	1.0602104076982342	-0.92579993298583818	0.73387154907651975	0.33488869603781019	0.45864938531906818	1.510454199486055	1.685810179662107	0.40971375025846551	0.73398869679520917	0.92168113520805528	1
chr10:103100943:103101044:clu_24532_-	chr10:clu_24532_-	UP	PR,UP	NT5C2	ENSG00000076685.18	1.2253141758875015	-0.47801091460994993	-0.84474660677547608	0.88320722955029562	-0.36731731381801358	-1.4069420383016471	0.35216496453297896	0.59731884142204061	-0.8971766581996593	-0.94109769004622346	-0.6997930631467677	1.3517120921863888	1.3826521982724695	-1.316305525522794	-0.91086606737495768	-1.1584918835109197	-1.2855817173779271	-1.8480300467823467	1.072158784248338	-1.0007208645349233	-0.2738543741154662	0.10710104311885167	-0.60996532614413157	1.7306328835410056	-0.46906772946369435	-0.46768506567361418	-0.29635529052138793	-0.92104214836529263	-0.048093985762204916	0.34637275305409027	0.20632394433089182	-0.30675478053598448	-1.7842782503528578	-0.35914395036585461	1.3730063152679726	0.15215458717372843	0.9249172872640572	0.95226399973825848	-0.81579164870706578	-0.97475391680719381	0.78986614345261641	-1.1108792074431131	1.1771765804564149	0.19606842610009548	1.0951447116466104	2.0625802873893178	1.4027159821828639	0.52247233040911545	1.0012935842408144	0.68812691879274812	1
chr10:103398528:103399646:clu_23624_+	chr10:clu_23624_+	UP	PR,UP	PDCD11	ENSG00000148843.13	-0.57777852932045159	0.07085198154842097	0.92132908233275057	0.14201160384513573	0.12525608812382849	-0.763635856299961	0.21939723464966721	-1.8146147711457992	2.2380996408538638	0.74828226388261676	0.0424793215332687	0.89699814620042606	0.68249434359212757	1.7704013376180538	2.4934152952532136	0.95586572953445814	0.75697577494723745	-1.6295749028389526	-0.21927414013830449	-0.54069965778424234	-0.91808587532123931	-0.075932239455169206	-0.0015405918293198045	-0.98203745250653252	-0.28224959600266586	-0.037198358431779592	-0.33162455100600152	-0.61229089406608361	0.16613733748286291	-0.49550151964950279	-0.82733726732419299	-0.29557855495646324	1.5373713287845936	-0.016654119546787145	-0.72766962545964498	-0.7240721239222413	-0.14440413946566516	-0.3740189365857205	1.1047562288511865	2.350513887567927	-0.14169202694565819	-1.3139870050259754	0.42780131410591971	0.35511378688454337	0.89753994704875817	-1.5173839468553501	-1.0858198023851462	-1.1792731764243058	-1.3019466421762238	0.028784628228519467	6
chr10:103399830:103400396:clu_23624_+	chr10:clu_23624_+	UP	PR,UP	PDCD11	ENSG00000148843.13	-0.4975800116561076	0.47746517345911038	-0.34357678205413755	0.27287099402104964	-0.69619292932070009	-1.2819063087793088	-1.3752909142615759	0.60729534350671277	2.0462079860017717	0.89674407286908497	1.3007115860290843	0.062141389475456846	0.93919207774962643	-0.46614950975007452	1.1364126849919618	-0.078889384911982802	2.5485954321332742	-1.9841524566093538	0.85691973737600313	-0.97155747622225019	-0.96939659756268659	-0.64883742760692087	1.3952583259278888	-0.47128271502311198	0.69621914542492513	-0.4719810727840123	-0.24031262445391344	0.64754822173627369	0.56891685678717152	0.34523610600232246	-0.48206845964594958	0.5471864604433947	-0.36101781888438966	0.53316627761374813	-0.54011033588408619	-0.35579755403976632	0.11843599890532701	-0.32496060759472811	0.34662309119495699	1.2279691492281073	0.35573222686875788	-2.975689789351379	-0.14486497963595255	-0.094302477976177662	0.38876416704725103	-1.7235645923069292	0.06126976944609884	0.59562909710357181	-0.064332446527240475	-1.4086960985002075	6
chr10:103897719:103898292:clu_24544_-	chr10:clu_24544_-	UP	PR,UP	STN1	ENSG00000107960.10	-0.60369037318452656	-0.62432918469871135	-0.82436713746776424	-0.33765098295957469	0.18085965361471612	-0.61264884238901074	0.34224684905944031	0.93000240898851838	0.30175471844764723	-0.6312920602872546	-0.80078782462018094	-0.51809825719370772	-0.17093366587574232	-0.17227737994126613	-1.0753343462717548	-0.004212580901361551	-0.16559845281813523	-0.20541665099633358	-0.59415018105406803	0.044576010046562101	-1.2263439195503758	-1.9044674076086321	0.11895575067133174	-1.0433330147018121	0.37404267757266835	1.6146941541413515	1.6424268129137516	-0.011475332113676601	0.79818042666527622	0.58127233373005627	1.2417183967673284	0.11388226179837484	4.1313356091397688	1.1922547285717371	-0.0055173214757342926	0.2082867015333415	-0.22467449576299486	-0.71485826873809466	-1.2008734325349466	-0.41681314025394839	0.27430322257157153	-1.0064303832086627	0.55075953309490722	0.76544890923382525	1.0358001805565629	-1.9897382837681725	1.0105280002759045	0.0074699852986660703	-0.14599029216151896	-0.22949611215535839	4
